nutrition_key,country_key,month_key,hyperten,hyperten_male,hyperten_female,overweight,overweight_male,overweight_female,undernour,anemia_preg,anemia_non_preg,anemia_child,low_weight_babies
1272,7,120,30.0,28.5,31.6,60.2,56.0,64.3,4.9,23.9,22.8,27.7,
1273,7,121,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1274,7,122,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1275,7,123,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1276,7,124,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1277,7,125,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1278,7,126,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1279,7,127,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1280,7,128,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1281,7,129,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1282,7,130,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1283,7,131,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1284,7,132,29.2,28.0,30.5,60.9,56.9,64.9,4.7,23.7,22.9,27.2,
1285,7,133,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1286,7,134,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1287,7,135,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1288,7,136,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1289,7,137,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1290,7,138,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1291,7,139,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1292,7,140,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1293,7,141,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1294,7,142,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1295,7,143,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1296,7,144,28.4,27.6,29.3,61.6,57.7,65.4,4.9,23.7,23.1,26.8,
1297,7,145,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1298,7,146,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1299,7,147,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1300,7,148,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1301,7,149,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1302,7,150,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1303,7,151,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1304,7,152,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1305,7,153,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1306,7,154,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1307,7,155,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1308,7,156,27.7,27.3,28.2,61.6,57.7,65.4,5.2,23.7,23.4,26.5,
1309,7,157,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1310,7,158,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1311,7,159,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1312,7,160,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1313,7,161,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1314,7,162,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1315,7,163,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1316,7,164,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1317,7,165,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1318,7,166,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1319,7,167,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1320,7,168,27.0,27.0,27.0,61.6,57.7,65.4,5.4,23.7,23.7,26.4,
1321,7,169,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1322,7,170,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1323,7,171,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1324,7,172,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1325,7,173,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1326,7,174,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1327,7,175,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1328,7,176,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1329,7,177,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1330,7,178,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1331,7,179,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1332,7,180,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1333,7,181,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1334,7,182,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1335,7,183,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1336,7,184,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1337,7,185,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1338,7,186,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1339,7,187,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1340,7,188,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1341,7,189,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1342,7,190,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1343,7,191,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1344,7,192,26.2,26.6,25.8,61.6,57.7,65.4,5.5,23.8,24.1,26.5,
1345,8,1,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1346,8,2,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1347,8,3,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1348,8,4,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1349,8,5,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1350,8,6,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1351,8,7,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1352,8,8,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1353,8,9,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1354,8,10,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1355,8,11,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1356,8,12,28.7,30.5,26.7,24.1,24.3,23.8,7.1,24.4,18.1,22.6,5.3692503
1357,8,13,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1358,8,14,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1359,8,15,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1360,8,16,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1361,8,17,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1362,8,18,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1363,8,19,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1364,8,20,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1365,8,21,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1366,8,22,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1367,8,23,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1368,8,24,29.0,30.9,27.1,24.8,25.1,24.4,6.1,23.5,17.4,21.7,5.2952843
1369,8,25,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1370,8,26,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1371,8,27,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1372,8,28,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1373,8,29,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1374,8,30,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1375,8,31,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1376,8,32,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1377,8,33,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1378,8,34,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1379,8,35,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1380,8,36,29.3,31.2,27.4,25.5,26.0,24.9,5.0,22.6,16.7,20.8,5.2336621
1381,8,37,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1382,8,38,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1383,8,39,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1384,8,40,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1385,8,41,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1386,8,42,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1387,8,43,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1388,8,44,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1389,8,45,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1390,8,46,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1391,8,47,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1392,8,48,29.5,31.4,27.5,26.2,26.9,25.5,4.0,21.8,16.2,20.1,5.1760831
1393,8,49,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1394,8,50,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1395,8,51,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1396,8,52,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1397,8,53,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1398,8,54,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1399,8,55,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1400,8,56,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1401,8,57,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1402,8,58,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1403,8,59,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1404,8,60,29.6,31.5,27.6,27.0,27.8,26.1,2.8,21.0,15.6,19.5,5.1282582
1405,8,61,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1406,8,62,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1407,8,63,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1408,8,64,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1409,8,65,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1410,8,66,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1411,8,67,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1412,8,68,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1413,8,69,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1414,8,70,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1415,8,71,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1416,8,72,29.6,31.5,27.5,27.8,28.7,26.7,2.5,20.2,15.1,19.0,5.0846772
1417,8,73,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1418,8,74,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1419,8,75,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1420,8,76,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1421,8,77,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1422,8,78,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1423,8,79,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1424,8,80,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1425,8,81,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1426,8,82,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1427,8,83,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1428,8,84,29.4,31.5,27.3,28.5,29.7,27.3,2.5,19.7,14.8,18.6,5.0536532
1429,8,85,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1430,8,86,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1431,8,87,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1432,8,88,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1433,8,89,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1434,8,90,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1435,8,91,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1436,8,92,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1437,8,93,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1438,8,94,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1439,8,95,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1440,8,96,29.2,31.3,26.9,29.3,30.6,27.8,2.5,19.3,14.7,18.3,5.0232329
1441,8,97,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1442,8,98,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1443,8,99,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1444,8,100,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1445,8,101,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1446,8,102,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1447,8,103,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1448,8,104,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1449,8,105,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1450,8,106,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1451,8,107,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1452,8,108,28.9,31.2,26.5,30.0,31.6,28.4,2.5,19.1,14.7,18.2,4.9961615
1453,8,109,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1454,8,110,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1455,8,111,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1456,8,112,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1457,8,113,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1458,8,114,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1459,8,115,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1460,8,116,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1461,8,117,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1462,8,118,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1463,8,119,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1464,8,120,28.6,31.0,26.1,30.8,32.5,29.0,2.5,18.9,14.6,18.1,4.9725003
1465,8,121,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1466,8,122,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1467,8,123,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1468,8,124,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1469,8,125,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1470,8,126,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1471,8,127,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1472,8,128,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1473,8,129,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1474,8,130,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1475,8,131,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1476,8,132,28.3,30.8,25.7,31.6,33.5,29.5,2.5,18.9,14.8,18.2,4.9525833
1477,8,133,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1478,8,134,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1479,8,135,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1480,8,136,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1481,8,137,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1482,8,138,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1483,8,139,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1484,8,140,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1485,8,141,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1486,8,142,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1487,8,143,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1488,8,144,28.0,30.7,25.3,32.3,34.5,30.1,2.5,19.0,15.0,18.3,4.9525833
1489,8,145,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1490,8,146,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1491,8,147,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1492,8,148,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1493,8,149,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1494,8,150,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1495,8,151,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1496,8,152,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1497,8,153,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1498,8,154,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1499,8,155,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1500,8,156,27.8,30.5,24.9,32.3,34.5,30.1,2.5,18.8,15.1,18.4,4.9525833
1501,8,157,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1502,8,158,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1503,8,159,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1504,8,160,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1505,8,161,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1506,8,162,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1507,8,163,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1508,8,164,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1509,8,165,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1510,8,166,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1511,8,167,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1512,8,168,27.5,30.4,24.5,32.3,34.5,30.1,2.5,18.6,15.2,18.5,4.9525833
1513,8,169,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1514,8,170,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1515,8,171,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1516,8,172,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1517,8,173,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1518,8,174,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1519,8,175,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1520,8,176,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1521,8,177,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1522,8,178,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1523,8,179,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1524,8,180,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1525,8,181,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1526,8,182,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1527,8,183,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1528,8,184,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1529,8,185,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1530,8,186,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1531,8,187,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1532,8,188,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1533,8,189,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1534,8,190,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1535,8,191,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1536,8,192,27.3,30.2,24.1,32.3,34.5,30.1,2.5,18.5,15.4,18.8,4.9525833
1537,9,1,39.6,42.3,36.3,62.4,60.2,64.9,10.9,28.7,25.5,23.0,9.5137339
1538,9,2,39.6,42.3,36.3,62.4,60.2,64.9,10.9,28.7,25.5,23.0,9.5137339
1539,9,3,39.6,42.3,36.3,62.4,60.2,64.9,10.9,28.7,25.5,23.0,9.5137339
1540,9,4,39.6,42.3,36.3,62.4,60.2,64.9,10.9,28.7,25.5,23.0,9.5137339
